plan,ser1,ser2
IDP2016,II0106,II0209
IDP2016,ID0102,II0215
IDP2016,II0209,II0320
IDP2016,ID0103,IT0263
IDP2016,IT0264,ID0204
IDP2016,ID0101,IT0107
IDP2016,II0319,IL0204
IDP2016,IT0210,ID0307
IDP2016,IL0204,ID0309
IDP2016,ID0206,ID0414
IDP2016,IT0263,IT0208
IDP2016,ID0310,ID0413
